component,field,1,2,3,4,total
geflayout,priority,0,0,0,0,15
geflayout,hardware,0,0,0,0,15
geflayout,version,0,0,0,0,15
geflayout,component,1,0,0,0,15
geflayout,severity,0,0,0,0,15
geflayout,assignee,0,0,0,0,15
geflayout,product,0,0,0,0,15
geflayout,status,0,0,0,0,15
isp,os,0,0,0,0,22
isp,priority,0,0,0,0,22
isp,hardware,0,0,0,0,22
isp,version,0,0,0,0,22
isp,component,4,0,0,0,22
isp,severity,0,0,0,0,22
isp,assignee,0,0,0,0,22
isp,product,0,0,0,0,22
isp,status,0,0,0,0,22
mpidevelopmenttools,os,0,0,0,0,2
mpidevelopmenttools,priority,0,0,0,0,2
mpidevelopmenttools,hardware,0,0,0,0,2
mpidevelopmenttools,version,0,0,0,0,2
mpidevelopmenttools,component,0,0,0,0,2
mpidevelopmenttools,severity,0,0,0,0,2
mpidevelopmenttools,assignee,0,0,0,0,2
mpidevelopmenttools,product,0,0,0,0,2
mpidevelopmenttools,status,0,0,0,0,2
lttng,os,0,0,0,0,119
lttng,priority,0,0,0,0,119
lttng,hardware,0,0,0,0,119
lttng,version,9,0,0,0,119
lttng,component,0,9,0,0,119
lttng,severity,7,0,0,0,119
lttng,assignee,0,0,0,0,119
lttng,product,9,0,0,0,119
lttng,status,0,0,0,0,119
securitymanagement,os,0,0,0,0,3
securitymanagement,priority,0,0,0,0,3
securitymanagement,hardware,0,0,0,0,3
securitymanagement,version,0,0,0,0,3
securitymanagement,component,0,0,0,0,3
securitymanagement,severity,0,0,0,0,3
securitymanagement,assignee,0,0,0,0,3
securitymanagement,product,0,0,0,0,3
securitymanagement,status,0,0,0,0,3
remotetools,os,2,0,0,0,199
remotetools,priority,0,0,0,0,199
remotetools,hardware,1,0,0,0,199
remotetools,version,22,3,0,0,199
remotetools,component,5,0,0,0,199
remotetools,severity,6,1,0,0,199
remotetools,assignee,0,0,0,0,199
remotetools,product,0,0,0,0,199
remotetools,status,0,0,0,0,199
oseeapplicationframework,os,18,0,0,0,185
oseeapplicationframework,priority,3,0,0,0,185
oseeapplicationframework,hardware,18,0,0,0,185
oseeapplicationframework,version,8,0,0,0,185
oseeapplicationframework,component,2,1,0,0,185
oseeapplicationframework,severity,10,0,0,0,185
oseeapplicationframework,assignee,0,0,0,0,185
oseeapplicationframework,product,1,0,0,0,185
oseeapplicationframework,status,0,0,0,0,185
rif-1.2,os,1,0,0,0,5
rif-1.2,priority,1,0,0,0,5
rif-1.2,hardware,1,0,0,0,5
rif-1.2,version,0,0,0,0,5
rif-1.2,component,0,0,0,0,5
rif-1.2,severity,0,0,0,0,5
rif-1.2,assignee,0,0,0,0,5
rif-1.2,product,0,0,0,0,5
rif-1.2,status,0,0,0,0,5
packagecontent,os,6,0,0,0,156
packagecontent,priority,0,0,0,0,156
packagecontent,hardware,6,0,0,0,156
packagecontent,version,17,0,0,0,156
packagecontent,component,13,0,0,0,156
packagecontent,severity,3,1,0,0,156
packagecontent,assignee,0,0,0,0,156
packagecontent,product,4,0,0,0,156
packagecontent,status,0,0,0,0,156
cdt-debug-dsf,os,27,0,0,0,1000
cdt-debug-dsf,priority,1,0,0,0,1000
cdt-debug-dsf,hardware,2,0,0,0,1000
cdt-debug-dsf,version,147,5,0,0,1000
cdt-debug-dsf,component,136,4,0,0,1000
cdt-debug-dsf,severity,28,1,0,0,1000
cdt-debug-dsf,assignee,0,0,0,0,1000
cdt-debug-dsf,product,135,0,0,0,1000
cdt-debug-dsf,status,0,0,0,0,1000
ide-scm-jgit,os,0,0,0,0,8
ide-scm-jgit,priority,0,0,0,0,8
ide-scm-jgit,hardware,0,0,0,0,8
ide-scm-jgit,version,2,0,0,0,8
ide-scm-jgit,component,0,0,0,0,8
ide-scm-jgit,severity,0,0,0,0,8
ide-scm-jgit,assignee,0,0,0,0,8
ide-scm-jgit,product,0,0,0,0,8
ide-scm-jgit,status,0,0,0,0,8
cdo.db,os,1,0,0,0,252
cdo.db,priority,1,0,0,0,252
cdo.db,hardware,1,0,0,0,252
cdo.db,version,35,16,1,12,252
cdo.db,component,23,0,0,0,252
cdo.db,severity,12,0,0,0,252
cdo.db,assignee,0,0,0,0,252
cdo.db,product,0,0,0,0,252
cdo.db,status,0,0,0,0,252
p2repositoryanalyzers,os,0,0,0,0,4
p2repositoryanalyzers,priority,0,0,0,0,4
p2repositoryanalyzers,hardware,0,0,0,0,4
p2repositoryanalyzers,version,0,0,0,0,4
p2repositoryanalyzers,component,0,0,0,0,4
p2repositoryanalyzers,severity,0,0,0,0,4
p2repositoryanalyzers,assignee,0,0,0,0,4
p2repositoryanalyzers,product,0,0,0,0,4
p2repositoryanalyzers,status,0,0,0,0,4
workbench,os,54,0,0,0,750
workbench,priority,29,1,0,0,750
workbench,hardware,47,0,0,0,750
workbench,version,43,0,0,0,750
workbench,component,20,0,0,0,750
workbench,severity,46,0,1,0,750
workbench,assignee,0,0,0,0,750
workbench,product,1,0,0,0,750
workbench,status,0,0,0,0,750
p2management,os,0,0,0,0,110
p2management,priority,0,0,0,0,110
p2management,hardware,0,0,0,0,110
p2management,version,10,1,4,4,110
p2management,component,7,0,0,0,110
p2management,severity,6,0,0,0,110
p2management,assignee,0,0,0,0,110
p2management,product,3,0,0,0,110
p2management,status,0,0,0,0,110
protocols,os,0,0,0,0,8
protocols,priority,1,0,0,0,8
protocols,hardware,0,0,0,0,8
protocols,version,1,0,0,0,8
protocols,component,0,0,0,0,8
protocols,severity,0,0,0,0,8
protocols,assignee,0,0,0,0,8
protocols,product,0,0,0,0,8
protocols,status,0,0,0,0,8
others,os,67,0,0,0,899
others,priority,8,0,0,0,899
others,hardware,68,0,0,0,899
others,version,41,0,0,0,899
others,component,33,0,0,0,899
others,severity,24,1,0,0,899
others,assignee,0,0,0,0,899
others,product,0,0,0,0,899
others,status,0,0,0,0,899
eclipsebot,os,13,0,0,0,181
eclipsebot,priority,0,0,0,0,181
eclipsebot,hardware,14,0,0,0,181
eclipsebot,version,17,0,0,0,181
eclipsebot,component,4,0,0,0,181
eclipsebot,severity,6,0,0,0,181
eclipsebot,assignee,0,0,0,0,181
eclipsebot,product,0,0,0,0,181
eclipsebot,status,0,0,0,0,181
photran.refactoringengine,os,1,0,0,0,99
photran.refactoringengine,priority,21,4,0,0,99
photran.refactoringengine,hardware,0,0,0,0,99
photran.refactoringengine,version,5,0,0,0,99
photran.refactoringengine,component,4,0,0,0,99
photran.refactoringengine,severity,12,0,0,0,99
photran.refactoringengine,assignee,0,0,0,0,99
photran.refactoringengine,product,2,0,0,0,99
photran.refactoringengine,status,0,0,0,0,99
test,os,1,0,0,0,28
test,priority,0,0,0,0,28
test,hardware,0,0,0,0,28
test,version,0,0,0,0,28
test,component,1,0,0,0,28
test,severity,6,0,0,0,28
test,assignee,0,0,0,0,28
test,product,0,0,0,0,28
test,status,0,0,0,0,28
cdo.legacy,os,1,0,0,0,39
cdo.legacy,priority,0,0,0,0,39
cdo.legacy,hardware,1,0,0,0,39
cdo.legacy,version,9,2,1,0,39
cdo.legacy,component,3,0,0,0,39
cdo.legacy,severity,1,0,0,0,39
cdo.legacy,assignee,0,0,0,0,39
cdo.legacy,product,0,0,0,0,39
cdo.legacy,status,0,0,0,0,39
patterns,os,0,0,0,0,76
patterns,priority,0,0,0,0,76
patterns,hardware,0,0,0,0,76
patterns,version,0,0,0,0,76
patterns,component,0,0,0,0,76
patterns,severity,0,0,0,0,76
patterns,assignee,0,0,0,0,76
patterns,product,0,0,0,0,76
patterns,status,0,0,0,0,76
ecf.doc,os,0,0,0,0,62
ecf.doc,priority,0,0,0,0,62
ecf.doc,hardware,0,0,0,0,62
ecf.doc,version,2,0,0,0,62
ecf.doc,component,0,0,0,0,62
ecf.doc,severity,0,0,0,0,62
ecf.doc,assignee,0,0,0,0,62
ecf.doc,product,0,0,0,0,62
ecf.doc,status,0,0,0,0,62
eclipsemodeler,os,0,0,0,0,44
eclipsemodeler,priority,0,0,0,0,44
eclipsemodeler,hardware,0,0,0,0,44
eclipsemodeler,version,2,0,0,0,44
eclipsemodeler,component,7,0,0,0,44
eclipsemodeler,severity,0,0,0,0,44
eclipsemodeler,assignee,0,0,0,0,44
eclipsemodeler,product,0,0,0,0,44
eclipsemodeler,status,0,0,0,0,44
ecf.datashare,os,0,0,0,0,10
ecf.datashare,priority,0,0,0,0,10
ecf.datashare,hardware,0,0,0,0,10
ecf.datashare,version,0,0,0,0,10
ecf.datashare,component,0,0,0,0,10
ecf.datashare,severity,0,0,0,0,10
ecf.datashare,assignee,0,0,0,0,10
ecf.datashare,product,0,0,0,0,10
ecf.datashare,status,0,0,0,0,10
ide-core,os,0,0,0,0,4
ide-core,priority,0,0,0,0,4
ide-core,hardware,0,0,0,0,4
ide-core,version,0,0,0,0,4
ide-core,component,0,0,0,0,4
ide-core,severity,0,0,0,0,4
ide-core,assignee,0,0,0,0,4
ide-core,product,0,0,0,0,4
ide-core,status,0,0,0,0,4
scout-package,os,0,0,0,0,15
scout-package,priority,0,0,0,0,15
scout-package,hardware,0,0,0,0,15
scout-package,version,1,0,0,0,15
scout-package,component,0,0,0,0,15
scout-package,severity,0,0,0,0,15
scout-package,assignee,0,0,0,0,15
scout-package,product,0,0,0,0,15
scout-package,status,0,0,0,0,15
tests,os,1,0,0,0,25
tests,priority,0,0,0,0,25
tests,hardware,0,0,0,0,25
tests,version,0,0,0,0,25
tests,component,0,0,0,0,25
tests,severity,0,0,0,0,25
tests,assignee,0,0,0,0,25
tests,product,0,0,0,0,25
tests,status,0,0,0,0,25
cdt-parser,os,18,0,0,0,2161
cdt-parser,priority,37,1,0,0,2161
cdt-parser,hardware,12,0,0,0,2161
cdt-parser,version,44,2,0,0,2161
cdt-parser,component,52,2,0,0,2161
cdt-parser,severity,81,9,0,0,2161
cdt-parser,assignee,0,0,0,0,2161
cdt-parser,product,1,0,0,0,2161
cdt-parser,status,0,0,0,0,2161
cdt-codan,os,8,0,0,0,324
cdt-codan,priority,0,0,0,0,324
cdt-codan,hardware,6,0,0,0,324
cdt-codan,version,34,0,0,0,324
cdt-codan,component,12,2,0,0,324
cdt-codan,severity,9,0,0,0,324
cdt-codan,assignee,0,0,0,0,324
cdt-codan,product,0,0,0,0,324
cdt-codan,status,0,0,0,0,324
irms,os,1,0,0,0,19
irms,priority,1,0,0,0,19
irms,hardware,1,0,0,0,19
irms,version,0,0,0,0,19
irms,component,0,0,0,0,19
irms,severity,2,0,0,0,19
irms,assignee,0,0,0,0,19
irms,product,0,0,0,0,19
irms,status,0,0,0,0,19
ide-editor-ace,os,0,0,0,0,8
ide-editor-ace,priority,0,0,0,0,8
ide-editor-ace,hardware,0,0,0,0,8
ide-editor-ace,version,0,1,0,0,8
ide-editor-ace,component,0,0,0,0,8
ide-editor-ace,severity,0,0,0,0,8
ide-editor-ace,assignee,0,0,0,0,8
ide-editor-ace,product,0,0,0,0,8
ide-editor-ace,status,0,0,0,0,8
codegenerators,os,0,0,0,0,61
codegenerators,priority,0,0,0,0,61
codegenerators,hardware,0,0,0,0,61
codegenerators,version,2,1,0,0,61
codegenerators,component,2,0,0,0,61
codegenerators,severity,6,1,0,0,61
codegenerators,assignee,0,0,0,0,61
codegenerators,product,0,0,0,0,61
codegenerators,status,0,0,0,0,61
4diac-sys,os,0,0,0,0,7
4diac-sys,priority,0,0,0,0,7
4diac-sys,hardware,0,0,0,0,7
4diac-sys,version,0,0,0,0,7
4diac-sys,component,1,0,0,0,7
4diac-sys,severity,0,0,0,0,7
4diac-sys,assignee,0,0,0,0,7
4diac-sys,product,0,0,0,0,7
4diac-sys,status,0,0,0,0,7
runtime-ui,os,0,0,0,0,41
runtime-ui,priority,2,0,0,0,41
runtime-ui,hardware,0,0,0,0,41
runtime-ui,version,6,1,0,0,41
runtime-ui,component,0,0,0,0,41
runtime-ui,severity,3,1,0,0,41
runtime-ui,assignee,0,0,0,0,41
runtime-ui,product,0,0,0,0,41
runtime-ui,status,0,0,0,0,41
gefzest,os,0,0,0,0,117
gefzest,priority,4,0,0,0,117
gefzest,hardware,0,0,0,0,117
gefzest,version,1,0,0,0,117
gefzest,component,6,0,0,0,117
gefzest,severity,0,0,0,0,117
gefzest,assignee,0,0,0,0,117
gefzest,product,0,0,0,0,117
gefzest,status,0,0,0,0,117
browsertooling,os,0,0,0,0,65
browsertooling,priority,14,1,0,0,65
browsertooling,hardware,0,0,0,0,65
browsertooling,version,0,0,0,0,65
browsertooling,component,0,0,0,0,65
browsertooling,severity,2,0,1,0,65
browsertooling,assignee,0,0,0,0,65
browsertooling,product,0,0,0,0,65
browsertooling,status,0,0,0,0,65
xsd,os,0,0,0,0,6
xsd,priority,0,0,0,0,6
xsd,hardware,0,0,0,0,6
xsd,version,0,0,0,0,6
xsd,component,0,0,0,0,6
xsd,severity,0,0,0,0,6
xsd,assignee,0,0,0,0,6
xsd,product,0,0,0,0,6
xsd,status,0,0,0,0,6
ems,os,0,0,0,0,20
ems,priority,0,0,0,0,20
ems,hardware,0,0,0,0,20
ems,version,0,0,0,0,20
ems,component,3,0,0,0,20
ems,severity,1,0,0,0,20
ems,assignee,0,0,0,0,20
ems,product,0,0,0,0,20
ems,status,0,0,0,0,20
releaseengineer,os,0,0,0,0,153
releaseengineer,priority,2,0,0,0,153
releaseengineer,hardware,0,0,0,0,153
releaseengineer,version,2,0,0,0,153
releaseengineer,component,2,0,0,0,153
releaseengineer,severity,0,1,0,0,153
releaseengineer,assignee,0,0,0,0,153
releaseengineer,product,0,0,0,0,153
releaseengineer,status,0,0,0,0,153
content,os,6,0,0,0,775
content,priority,108,11,0,0,775
content,hardware,7,0,0,0,775
content,version,63,18,1,0,775
content,component,3,0,0,0,775
content,severity,73,0,0,0,775
content,assignee,0,0,0,0,775
content,product,0,0,0,0,775
content,status,0,0,0,0,775
desktop,os,0,0,0,0,38
desktop,priority,0,0,0,0,38
desktop,hardware,1,0,0,0,38
desktop,version,3,1,1,1,38
desktop,component,2,0,0,0,38
desktop,severity,1,0,0,0,38
desktop,assignee,0,0,0,0,38
desktop,product,0,0,0,0,38
desktop,status,0,0,0,0,38
refactoring,os,0,0,0,0,9
refactoring,priority,0,0,0,0,9
refactoring,hardware,0,0,0,0,9
refactoring,version,0,0,0,0,9
refactoring,component,0,0,0,0,9
refactoring,severity,0,0,0,0,9
refactoring,assignee,0,0,0,0,9
refactoring,product,0,0,0,0,9
refactoring,status,0,0,0,0,9
keyboardlayouts,os,1,0,0,0,19
keyboardlayouts,priority,0,0,0,0,19
keyboardlayouts,hardware,1,0,0,0,19
keyboardlayouts,version,1,0,0,0,19
keyboardlayouts,component,6,0,0,0,19
keyboardlayouts,severity,0,0,0,0,19
keyboardlayouts,assignee,0,0,0,0,19
keyboardlayouts,product,0,0,0,0,19
keyboardlayouts,status,0,0,0,0,19
iplogtool,os,0,0,0,0,63
iplogtool,priority,1,1,0,0,63
iplogtool,hardware,0,0,0,0,63
iplogtool,version,0,0,0,0,63
iplogtool,component,1,0,0,0,63
iplogtool,severity,1,0,0,0,63
iplogtool,assignee,0,0,0,0,63
iplogtool,product,0,0,0,0,63
iplogtool,status,0,0,0,0,63
engine,os,11,0,0,0,1429
engine,priority,16,0,0,0,1429
engine,hardware,8,0,0,0,1429
engine,version,16,0,0,0,1429
engine,component,9,0,0,0,1429
engine,severity,22,2,0,0,1429
engine,assignee,0,0,0,0,1429
engine,product,3,0,0,0,1429
engine,status,0,0,0,0,1429
client,os,32,1,0,0,4743
client,priority,24,0,0,0,4743
client,hardware,13,0,0,0,4743
client,version,150,1,0,0,4743
client,component,344,8,0,0,4743
client,severity,119,8,0,0,4743
client,assignee,0,0,0,0,4743
client,product,332,0,0,0,4743
client,status,0,0,0,0,4743
jetty,os,0,0,0,0,28
jetty,priority,1,0,0,0,28
jetty,hardware,0,0,0,0,28
jetty,version,3,0,0,0,28
jetty,component,4,0,0,0,28
jetty,severity,6,1,0,0,28
jetty,assignee,0,0,0,0,28
jetty,product,0,0,0,0,28
jetty,status,0,0,0,0,28
compiler,os,26,0,0,0,3324
compiler,priority,287,29,4,1,3324
compiler,hardware,4,0,0,0,3324
compiler,version,77,4,0,0,3324
compiler,component,53,3,0,0,3324
compiler,severity,190,9,1,0,3324
compiler,assignee,0,0,0,0,3324
compiler,product,42,3,0,0,3324
compiler,status,0,0,0,0,3324
reporting,os,0,0,0,0,25
reporting,priority,0,0,0,0,25
reporting,hardware,0,0,0,0,25
reporting,version,0,0,0,0,25
reporting,component,0,0,0,0,25
reporting,severity,0,0,0,0,25
reporting,assignee,0,0,0,0,25
reporting,product,0,0,0,0,25
reporting,status,0,0,0,0,25
views,os,95,0,0,0,470
views,priority,1,0,0,0,470
views,hardware,97,0,0,0,470
views,version,47,2,0,0,470
views,component,61,0,0,0,470
views,severity,32,1,0,0,470
views,assignee,0,0,0,0,470
views,product,0,0,0,0,470
views,status,0,0,0,0,470
ecf.remoteserviceadmin,os,0,0,0,0,105
ecf.remoteserviceadmin,priority,0,0,0,0,105
ecf.remoteserviceadmin,hardware,0,0,0,0,105
ecf.remoteserviceadmin,version,2,0,0,0,105
ecf.remoteserviceadmin,component,1,0,0,0,105
ecf.remoteserviceadmin,severity,4,0,0,0,105
ecf.remoteserviceadmin,assignee,0,0,0,0,105
ecf.remoteserviceadmin,product,0,0,0,0,105
ecf.remoteserviceadmin,status,0,0,0,0,105
misc,os,1,0,0,0,102
misc,priority,0,0,0,0,102
misc,hardware,1,0,0,0,102
misc,version,0,1,0,0,102
misc,component,5,1,0,0,102
misc,severity,1,0,0,0,102
misc,assignee,0,0,0,0,102
misc,product,0,1,0,0,102
misc,status,0,0,0,0,102
projectmanagement,os,0,0,0,0,20
projectmanagement,priority,0,0,0,0,20
projectmanagement,hardware,0,0,0,0,20
projectmanagement,version,0,0,0,0,20
projectmanagement,component,0,0,0,0,20
projectmanagement,severity,0,0,0,0,20
projectmanagement,assignee,0,0,0,0,20
projectmanagement,product,0,0,0,0,20
projectmanagement,status,0,0,0,0,20
crossissues,os,0,0,0,0,48
crossissues,priority,0,0,0,0,48
crossissues,hardware,0,0,0,0,48
crossissues,version,1,0,0,0,48
crossissues,component,0,0,0,0,48
crossissues,severity,5,0,0,0,48
crossissues,assignee,0,0,0,0,48
crossissues,product,0,0,0,0,48
crossissues,status,0,0,0,0,48
eworkbench,os,1,0,0,0,39
eworkbench,priority,1,0,0,0,39
eworkbench,hardware,1,0,0,0,39
eworkbench,version,1,0,0,0,39
eworkbench,component,0,0,0,0,39
eworkbench,severity,2,0,0,0,39
eworkbench,assignee,0,0,0,0,39
eworkbench,product,0,0,0,0,39
eworkbench,status,0,0,0,0,39
informationunits,os,0,0,0,0,18
informationunits,priority,0,0,0,0,18
informationunits,hardware,0,0,0,0,18
informationunits,version,0,0,0,0,18
informationunits,component,0,0,0,0,18
informationunits,severity,0,0,0,0,18
informationunits,assignee,0,0,0,0,18
informationunits,product,0,0,0,0,18
informationunits,status,0,0,0,0,18
mobile,os,3,0,0,0,420
mobile,priority,0,0,0,0,420
mobile,hardware,0,0,0,0,420
mobile,version,1,0,0,0,420
mobile,component,14,0,0,0,420
mobile,severity,3,0,0,0,420
mobile,assignee,0,0,0,0,420
mobile,product,0,0,0,0,420
mobile,status,0,0,0,0,420
monitor,os,3,0,0,0,331
monitor,priority,51,14,3,5,331
monitor,hardware,0,0,0,0,331
monitor,version,7,0,0,0,331
monitor,component,5,0,0,0,331
monitor,severity,18,1,0,0,331
monitor,assignee,0,0,0,0,331
monitor,product,1,0,0,0,331
monitor,status,0,0,0,0,331
emfatic,os,0,0,0,0,23
emfatic,priority,0,0,0,0,23
emfatic,hardware,0,0,0,0,23
emfatic,version,0,0,0,0,23
emfatic,component,0,0,0,0,23
emfatic,severity,0,0,0,0,23
emfatic,assignee,0,0,0,0,23
emfatic,product,0,0,0,0,23
emfatic,status,0,0,0,0,23
otequinox,os,1,0,0,0,15
otequinox,priority,1,0,0,0,15
otequinox,hardware,0,0,0,0,15
otequinox,version,1,0,0,0,15
otequinox,component,0,0,0,0,15
otequinox,severity,0,0,0,0,15
otequinox,assignee,0,0,0,0,15
otequinox,product,0,0,0,0,15
otequinox,status,0,0,0,0,15
pgroup,os,0,0,0,0,6
pgroup,priority,0,0,0,0,6
pgroup,hardware,0,0,0,0,6
pgroup,version,0,0,0,0,6
pgroup,component,0,0,0,0,6
pgroup,severity,1,0,0,0,6
pgroup,assignee,0,0,0,0,6
pgroup,product,0,0,0,0,6
pgroup,status,0,0,0,0,6
rm.pe,os,1,0,0,0,25
rm.pe,priority,0,0,0,0,25
rm.pe,hardware,0,0,0,0,25
rm.pe,version,1,0,0,0,25
rm.pe,component,1,0,0,0,25
rm.pe,severity,0,0,0,0,25
rm.pe,assignee,0,0,0,0,25
rm.pe,product,0,0,0,0,25
rm.pe,status,0,0,0,0,25
searchframework,os,1,0,0,0,33
searchframework,priority,2,0,0,0,33
searchframework,hardware,2,0,0,0,33
searchframework,version,0,0,0,0,33
searchframework,component,0,0,0,0,33
searchframework,severity,3,0,0,0,33
searchframework,assignee,0,0,0,0,33
searchframework,product,0,0,0,0,33
searchframework,status,0,0,0,0,33
versionmanagement,os,0,0,0,0,19
versionmanagement,priority,0,0,0,0,19
versionmanagement,hardware,0,0,0,0,19
versionmanagement,version,1,1,1,1,19
versionmanagement,component,0,0,0,0,19
versionmanagement,severity,0,0,0,0,19
versionmanagement,assignee,0,0,0,0,19
versionmanagement,product,0,0,0,0,19
versionmanagement,status,0,0,0,0,19
ajbrowser,os,0,0,0,0,37
ajbrowser,priority,3,0,0,0,37
ajbrowser,hardware,0,0,0,0,37
ajbrowser,version,0,0,0,0,37
ajbrowser,component,0,0,0,0,37
ajbrowser,severity,1,0,0,0,37
ajbrowser,assignee,0,0,0,0,37
ajbrowser,product,0,0,0,0,37
ajbrowser,status,0,0,0,0,37
setup,os,6,0,0,0,1336
setup,priority,5,1,0,0,1336
setup,hardware,9,0,0,0,1336
setup,version,187,43,7,57,1336
setup,component,74,2,0,0,1336
setup,severity,90,4,0,0,1336
setup,assignee,0,0,0,0,1336
setup,product,48,0,0,0,1336
setup,status,0,0,0,0,1336
inject,os,0,0,0,0,49
inject,priority,2,0,0,0,49
inject,hardware,0,0,0,0,49
inject,version,2,8,0,0,49
inject,component,0,0,0,0,49
inject,severity,2,0,0,0,49
inject,assignee,0,0,0,0,49
inject,product,0,0,0,0,49
inject,status,0,0,0,0,49
gefbot,os,1,0,0,0,22
gefbot,priority,0,0,0,0,22
gefbot,hardware,1,0,0,0,22
gefbot,version,3,0,0,0,22
gefbot,component,5,0,0,0,22
gefbot,severity,0,0,0,0,22
gefbot,assignee,0,0,0,0,22
gefbot,product,0,0,0,0,22
gefbot,status,0,0,0,0,22
cdt-debug,os,26,0,0,0,2006
cdt-debug,priority,27,4,0,0,2006
cdt-debug,hardware,6,0,0,0,2006
cdt-debug,version,102,6,0,0,2006
cdt-debug,component,47,2,0,0,2006
cdt-debug,severity,63,3,2,0,2006
cdt-debug,assignee,0,0,0,0,2006
cdt-debug,product,13,0,0,0,2006
cdt-debug,status,0,0,0,0,2006
emfdatabinding,os,0,0,0,0,5
emfdatabinding,priority,0,0,0,0,5
emfdatabinding,hardware,0,0,0,0,5
emfdatabinding,version,1,0,0,0,5
emfdatabinding,component,0,0,0,0,5
emfdatabinding,severity,0,0,0,0,5
emfdatabinding,assignee,0,0,0,0,5
emfdatabinding,product,0,0,0,0,5
emfdatabinding,status,0,0,0,0,5
agf,os,1,0,0,0,5
agf,priority,0,0,0,0,5
agf,hardware,1,0,0,0,5
agf,version,0,0,0,0,5
agf,component,0,0,0,0,5
agf,severity,1,0,0,0,5
agf,assignee,0,0,0,0,5
agf,product,0,0,0,0,5
agf,status,0,0,0,0,5
otdt,os,0,0,0,0,85
otdt,priority,2,0,0,0,85
otdt,hardware,0,0,0,0,85
otdt,version,10,0,0,0,85
otdt,component,0,0,0,0,85
otdt,severity,3,0,0,0,85
otdt,assignee,0,0,0,0,85
otdt,product,0,0,0,0,85
otdt,status,0,0,0,0,85
soa-package,os,0,0,0,0,3
soa-package,priority,0,0,0,0,3
soa-package,hardware,0,0,0,0,3
soa-package,version,1,0,0,0,3
soa-package,component,0,0,0,0,3
soa-package,severity,0,0,0,0,3
soa-package,assignee,0,0,0,0,3
soa-package,product,0,0,0,0,3
soa-package,status,0,0,0,0,3
addons,os,0,0,0,0,7
addons,priority,0,0,0,0,7
addons,hardware,0,0,0,0,7
addons,version,1,0,0,0,7
addons,component,0,0,0,0,7
addons,severity,0,0,0,0,7
addons,assignee,0,0,0,0,7
addons,product,0,0,0,0,7
addons,status,0,0,0,0,7
simulation,os,0,0,0,0,20
simulation,priority,0,0,0,0,20
simulation,hardware,0,0,0,0,20
simulation,version,0,0,0,0,20
simulation,component,0,0,0,0,20
simulation,severity,0,0,0,0,20
simulation,assignee,0,0,0,0,20
simulation,product,0,0,0,0,20
simulation,status,0,0,0,0,20
cdt-debug-dsf-gdb,os,16,0,0,0,672
cdt-debug-dsf-gdb,priority,5,0,0,0,672
cdt-debug-dsf-gdb,hardware,0,0,0,0,672
cdt-debug-dsf-gdb,version,65,1,0,0,672
cdt-debug-dsf-gdb,component,33,4,0,0,672
cdt-debug-dsf-gdb,severity,40,1,1,0,672
cdt-debug-dsf-gdb,assignee,0,0,0,0,672
cdt-debug-dsf-gdb,product,25,0,0,0,672
cdt-debug-dsf-gdb,status,0,0,0,0,672
desktopintegration,os,0,0,0,0,4
desktopintegration,priority,0,0,0,0,4
desktopintegration,hardware,0,0,0,0,4
desktopintegration,version,0,0,0,0,4
desktopintegration,component,0,0,0,0,4
desktopintegration,severity,0,0,0,0,4
desktopintegration,assignee,0,0,0,0,4
desktopintegration,product,0,0,0,0,4
desktopintegration,status,0,0,0,0,4
navigator&amp;editorsockets,os,4,0,0,0,38
navigator&amp;editorsockets,priority,3,0,0,0,38
navigator&amp;editorsockets,hardware,3,0,0,0,38
navigator&amp;editorsockets,version,1,0,0,0,38
navigator&amp;editorsockets,component,2,1,0,0,38
navigator&amp;editorsockets,severity,3,0,0,0,38
navigator&amp;editorsockets,assignee,0,0,0,0,38
navigator&amp;editorsockets,product,0,0,0,0,38
navigator&amp;editorsockets,status,0,0,0,0,38
utilities,os,0,0,0,0,90
utilities,priority,1,0,0,0,90
utilities,hardware,0,0,0,0,90
utilities,version,14,1,2,3,90
utilities,component,2,0,0,0,90
utilities,severity,8,0,0,0,90
utilities,assignee,0,0,0,0,90
utilities,product,0,0,0,0,90
utilities,status,0,0,0,0,90
tmf,os,1,0,0,0,335
tmf,priority,0,0,0,0,335
tmf,hardware,0,0,0,0,335
tmf,version,59,0,0,0,335
tmf,component,57,0,0,0,335
tmf,severity,19,1,0,0,335
tmf,assignee,0,0,0,0,335
tmf,product,57,0,0,0,335
tmf,status,0,0,0,0,335
nebulaextension,os,0,0,0,0,5
nebulaextension,priority,0,0,0,0,5
nebulaextension,hardware,0,0,0,0,5
nebulaextension,version,0,0,0,0,5
nebulaextension,component,0,0,0,0,5
nebulaextension,severity,0,0,0,0,5
nebulaextension,assignee,0,0,0,0,5
nebulaextension,product,0,0,0,0,5
nebulaextension,status,0,0,0,0,5
xpand,os,4,0,0,0,619
xpand,priority,29,1,0,0,619
xpand,hardware,3,0,0,0,619
xpand,version,24,2,0,0,619
xpand,component,9,1,0,0,619
xpand,severity,40,0,0,0,619
xpand,assignee,0,0,0,0,619
xpand,product,8,1,0,0,619
xpand,status,0,0,0,0,619
navigation,os,0,0,0,0,146
navigation,priority,4,1,0,0,146
navigation,hardware,0,0,0,0,146
navigation,version,3,0,0,0,146
navigation,component,1,0,0,0,146
navigation,severity,7,1,0,0,146
navigation,assignee,0,0,0,0,146
navigation,product,0,0,0,0,146
