modeling-graphiti
Total,598
product,1,1
resolution,1,47
severity,2,1
status,1,26
status,2,20
status,3,1
version,1,20
version,2,2

rt-jetty
Total,3770
field,recount,count
assignee,1,1624
assignee,2,245
assignee,3,63
assignee,4,15
component,1,104
component,2,2
hardware,1,75
os,1,86
priority,1,15
product,1,6
resolution,1,3514
resolution,2,23
resolution,3,202
resolution,4,27
severity,1,235
severity,2,10
status,1,1134
status,2,2329
status,3,144
status,4,159
version,1,205
version,2,6
version,3,1
version,4,1

technology-mdmweb
Total,28
field,recount,count
assignee,1,9
assignee,2,3
hardware,1,7
os,1,7
resolution,1,11
resolution,2,1
status,1,16
status,2,6
status,3,1
status,4,1

ecd-dirigible
Total,320
field,recount,count
assignee,1,13
component,1,8
hardware,1,2
os,1,4
priority,1,24
resolution,1,226
resolution,2,1
resolution,3,4
severity,1,34
severity,2,6
status,1,180
status,2,49
status,3,4
status,4,1
version,1,53
version,2,18
version,3,8
version,4,15

rt-gemini.web
Total,217
field,recount,count
assignee,1,88
assignee,2,6
assignee,3,1
assignee,4,1
component,1,38
component,2,15
hardware,1,5
os,1,5
os,2,1
priority,1,1
product,1,38
product,2,15
resolution,1,204
resolution,3,7
severity,1,13
status,1,130
status,2,68
status,3,10
status,4,4
version,1,6

technology-skalli
Total,177
field,recount,count
assignee,1,109
assignee,2,1
assignee,3,1
component,1,3
hardware,1,30
os,1,33
priority,1,7
resolution,1,133
resolution,3,3
severity,1,8
status,1,73
status,2,62
status,3,2
status,4,1

modeling-ocl
Total,1739
field,recount,count
assignee,1,285
assignee,2,38
assignee,3,8
assignee,4,2
component,1,74
component,2,4
component,3,1
component,4,1
hardware,1,5
os,1,4
priority,1,103
priority,2,2
product,1,71
product,2,2
product,3,2
resolution,1,1196
resolution,2,6
resolution,3,56
resolution,4,7
severity,1,78
severity,2,10
status,1,283
status,2,660
status,3,209
status,4,134
version,1,78
version,2,10
version,3,2

modeling-mdt.rmf
Total,347
field,recount,count
assignee,1,109
assignee,2,24
assignee,3,7
assignee,4,1
component,1,7
hardware,1,20
os,1,27
priority,1,79
priority,2,17
resolution,1,283
resolution,2,5
resolution,3,8
resolution,4,1
severity,1,65
severity,2,3
severity,3,1
status,1,174
status,2,106
status,3,24
status,4,6

technology-dltk
Total,1121
field,recount,count
assignee,1,286
assignee,2,49
assignee,3,8
assignee,4,2
component,1,59
component,2,7
component,3,1
hardware,1,13
os,1,60
os,2,1
priority,1,69
priority,2,3
product,1,44
product,2,6
product,3,1
resolution,1,725
resolution,2,10
resolution,3,23
resolution,4,2
severity,1,53
severity,2,1
status,1,568
status,2,189
status,3,43
status,4,30
version,1,558
version,2,18
version,3,1

technology-gef3d
Total,120
field,recount,count
assignee,1,15
assignee,2,4
assignee,3,1
component,1,3
component,2,1
hardware,1,3
os,1,3
priority,1,1
product,2,1
resolution,1,72
resolution,2,1
resolution,3,1
severity,1,1
severity,2,1
status,1,54
status,2,16
status,3,5
status,4,2
version,2,1

iot-whiskers
Total,0

science-statet
Total,0

soa-stardust
Total,538
field,recount,count
assignee,1,192
assignee,2,27
assignee,3,6
component,1,58
component,2,1
hardware,1,1
os,1,2
resolution,1,454
resolution,2,2
resolution,3,10
severity,1,12
status,1,292
status,2,122
status,3,44
status,4,10
version,1,84
version,2,7
version,4,1

technology-m2ewtp
Total,0

tools-damos
Total,6

mylyn-mylynversions
Total,0

technology-lsp4j
Total,1
field,recount,count
assignee,1,1
component,1,1
product,1,1
resolution,1,1
status,1,1

eclipse-pde
Total,15737
field,recount,count
assignee,1,6180
assignee,2,1246
assignee,3,326
assignee,4,163
component,1,2059
component,2,357
component,3,84
component,4,28
hardware,1,297
hardware,2,1
os,1,443
os,2,4
priority,1,471
priority,2,58
priority,3,10
priority,4,2
product,1,1173
product,2,193
product,3,37
product,4,14
resolution,1,12338
resolution,2,180
resolution,3,825
resolution,4,130
severity,1,1001
severity,2,87
severity,3,15
severity,4,4
status,1,9625
status,2,2318
status,3,902
status,4,736
version,1,717
version,2,23
version,3,7
version,4,1

technology-lsp4e
Total,60
field,recount,count
assignee,1,24
component,1,14
hardware,1,10
os,1,10
priority,1,3
resolution,1,31
resolution,3,1
severity,1,8
status,1,30
status,2,1
status,3,1

rt-rap
Total,5011
field,recount,count
assignee,1,345
assignee,2,73
assignee,3,3
component,1,319
component,2,12
component,3,1
hardware,1,500
hardware,2,1
hardware,3,2
os,1,580
os,2,2
os,3,2
priority,1,454
priority,2,44
priority,3,1
product,1,19
product,2,3
resolution,1,4302
resolution,2,30
resolution,3,172
resolution,4,17
severity,1,514
severity,2,17
severity,3,2
status,1,2576
status,2,1898
status,3,137
status,4,168
version,1,559
version,2,11
version,3,2

modeling-mdt.bpmn2
Total,62
field,recount,count
assignee,1,6
assignee,2,4
assignee,3,1
resolution,1,33
resolution,3,1
severity,1,1
status,1,26
status,2,8
status,3,1
version,1,3

technology-openkplatform
Total,0

rt-gemini.naming
Total,26
field,recount,count
assignee,1,14
assignee,2,2
component,1,1
component,2,2
product,1,1
product,2,2
resolution,1,22
resolution,2,1
severity,1,4
status,1,7
status,2,15
status,3,2
version,1,1

technology-lyo
Total,881
field,recount,count
assignee,1,536
assignee,2,31
assignee,3,10
assignee,4,1
component,1,11
hardware,1,42
os,1,39
priority,1,10
resolution,1,784
resolution,2,3
resolution,3,9
resolution,4,1
severity,1,89
severity,2,2
status,1,141
status,2,290
status,3,336
status,4,46
version,1,75

modeling-emft
Total,604
field,recount,count
assignee,1,103
assignee,2,15
assignee,3,3
assignee,4,2
component,1,38
component,2,2
component,3,1
hardware,1,4
os,1,7
priority,1,33
priority,2,1
product,1,30
product,2,2
product,3,1
resolution,1,433
resolution,2,6
resolution,3,14
resolution,4,2
severity,1,35
severity,2,2
severity,4,1
status,1,315
status,2,100
status,3,35
status,4,10
version,1,68
version,2,5

tools-ldt
Total,381
field,recount,count
assignee,1,185
assignee,2,13
assignee,3,1
assignee,4,1
component,1,15
component,2,1
hardware,1,14
os,1,17
priority,1,76
priority,2,16
priority,3,3
priority,4,2
product,1,8
resolution,1,319
resolution,2,4
resolution,3,3
resolution,4,1
severity,1,78
severity,2,1
status,1,261
status,2,59
status,3,11
status,4,1
version,1,45
version,2,1

technology-tm4e
Total,1
field,recount,count
assignee,2,1
component,2,1
hardware,1,1
os,1,1
product,2,1
severity,1,1
status,1,1
version,2,1

modeling-emfcompare
Total,1095
field,recount,count
assignee,1,179
assignee,2,20
assignee,3,3
component,1,76
component,2,1
component,3,1
hardware,1,15
os,1,16
priority,1,25
priority,2,1
product,1,21
product,2,1
resolution,1,911
resolution,2,12
resolution,3,34
resolution,4,3
severity,1,44
severity,2,1
status,1,614
status,2,237
status,3,130
status,4,24
version,1,66
version,2,9
version,3,1

modeling-qvto
Total,967
field,recount,count
assignee,1,138
assignee,2,9
assignee,3,2
component,1,15
component,2,2
hardware,1,4
os,1,5
priority,1,8
product,1,4
product,2,2
resolution,1,729
resolution,2,7
resolution,3,28
resolution,4,2
severity,1,15
severity,2,1
status,1,530
status,2,223
status,3,19
status,4,25
version,1,22

science-ice
Total,327
field,recount,count
assignee,1,58
assignee,2,2
component,1,2
hardware,1,4
hardware,2,1
os,1,7
priority,1,3
product,1,1
resolution,1,194
resolution,2,1
resolution,3,3
severity,1,6
severity,2,2
status,1,162
status,2,54
status,3,4
status,4,1

tools-windowbuilder
Total,501
field,recount,count
assignee,1,182
assignee,2,29
assignee,3,3
component,1,61
component,2,4
component,3,1
hardware,1,51
os,1,53
priority,1,8
product,1,57
product,2,4
product,3,1
resolution,1,331
resolution,2,8
resolution,3,17
resolution,4,8
severity,1,83
severity,2,4
severity,3,1
status,1,324
status,2,55
status,3,29
status,4,9
version,1,50
version,2,3
version,3,1

tools-pdt.incubator
Total,1
field,recount,count
resolution,1,1
status,1,1

modeling-qvtd
Total,262
field,recount,count
assignee,1,10
assignee,2,1
component,1,91
component,2,2
product,1,6
resolution,1,136
resolution,2,4
resolution,3,8
severity,1,3
status,1,113
status,2,28
status,3,6
status,4,2
version,1,3

science-eavp
Total,4
field,recount,count
assignee,1,2
resolution,1,2
status,1,2

modeling-tmf
Total,5272
field,recount,count
assignee,1,578
assignee,2,51
assignee,3,5
assignee,4,3
component,1,175
component,2,36
component,3,11
hardware,1,79
hardware,3,1
os,1,81
os,2,2
os,3,1
priority,1,60
priority,2,3
product,1,53
product,2,12
product,3,1
resolution,1,4041
resolution,2,45
resolution,3,227
resolution,4,25
severity,1,515
severity,2,72
severity,3,6
status,1,2384
status,2,1466
status,3,327
status,4,208
version,1,418
version,2,35
version,3,3

webtools-javaserverfaces
Total,0

modeling-mmt
Total,42
field,recount,count
assignee,1,5
assignee,2,1
priority,1,27
priority,2,1
resolution,1,41
resolution,3,1
severity,1,3
status,1,3
status,2,36
status,3,2
status,4,1

soa-mangrove
Total,13
field,recount,count
assignee,1,3
assignee,2,1
component,1,2
component,2,2
product,1,2
product,2,2
resolution,1,8
severity,1,3
status,1,7
status,2,1
version,1,1

technology-mbeddr
Total,0

iot-ditto
Total,0

technology-egit
Total,4085
field,recount,count
assignee,1,1054
assignee,2,84
assignee,3,6
assignee,4,1
component,1,215
component,2,17
component,3,2
hardware,1,183
hardware,2,2
os,1,213
os,2,2
priority,1,5
product,1,127
product,2,14
product,3,1
resolution,1,2700
resolution,2,42
resolution,3,109
resolution,4,15
severity,1,390
severity,2,29
severity,3,5
status,1,1991
status,2,713
status,3,129
status,4,63
version,1,272
version,2,19
version,3,3
version,4,1

technology-eclemma
Total,20
field,recount,count
assignee,1,17
assignee,2,1
hardware,1,3
os,1,3
resolution,1,15
severity,1,1
status,1,4
status,2,14

technology-mdmbl
Total,2
field,recount,count
assignee,1,1
component,1,1
product,1,1

soa-bpmn2modeler
Total,705
field,recount,count
assignee,1,33
assignee,2,2
component,1,8
os,1,1
priority,1,8
product,1,5
resolution,1,583
resolution,2,13
resolution,3,30
resolution,4,3
severity,1,37
severity,2,2
status,1,418
status,2,184
status,3,22
status,4,18
version,1,25
version,2,1

technology-omr
Total,0

iot-krikkit
Total,6
field,recount,count
resolution,1,4
status,1,4

technology-nattable
Total,743
field,recount,count
assignee,1,483
assignee,2,13
assignee,3,1
component,1,8
hardware,1,3
os,1,9
priority,1,1
product,1,2
resolution,1,673
resolution,2,2
resolution,3,15
resolution,4,1
severity,1,63
severity,2,1
status,1,135
status,2,368
status,3,153
status,4,45
version,1,24
version,2,1
version,3,1

technology-n4js
Total,0

mylyn-mylyntasks
Total,0

technology-jgit
Total,991
field,recount,count
assignee,1,271
assignee,2,26
assignee,3,6
assignee,4,1
component,1,102
component,2,3
component,4,1
hardware,1,47
os,1,52
os,2,1
priority,1,5
product,1,101
product,2,2
product,4,1
resolution,1,635
resolution,2,11
resolution,3,15
severity,1,129
severity,2,5
severity,4,1
status,1,503
status,2,150
status,3,18
status,4,2
version,1,82
version,2,6
version,3,2
version,4,1

webtools-libra
Total,152
field,recount,count
assignee,1,53
assignee,2,17
assignee,3,2
component,1,23
component,2,29
component,3,4
hardware,1,1
os,1,1
priority,1,1
product,1,41
resolution,1,105
resolution,2,1
resolution,3,4
severity,1,17
severity,2,1
status,1,84
status,2,24
status,3,6
version,1,13
version,2,2

modeling-gendoc
Total,106
field,recount,count
assignee,1,28
assignee,2,3
assignee,3,3
component,1,2
resolution,1,62
resolution,2,2
resolution,3,1
severity,1,4
status,1,54
status,2,20
status,3,3
version,1,3

modeling-emf
Total,8029
field,recount,count
assignee,1,2362
assignee,2,257
assignee,3,53
assignee,4,14
component,1,1843
component,2,107
component,3,16
component,4,2
hardware,1,74
os,1,101
priority,1,415
priority,2,28
priority,3,4
product,1,429
product,2,41
product,3,6
product,4,1
resolution,1,6848
resolution,2,61
resolution,3,407
resolution,4,52
severity,1,741
severity,2,30
severity,3,7
status,1,1703
status,2,1929
status,3,3101
status,4,700
version,1,1215
version,2,364
version,3,135
version,4,289

modeling-papyrusxtuml
Total,0

tools-cdt
Total,19331
field,recount,count
assignee,1,8111
assignee,2,1272
assignee,3,303
assignee,4,86
component,1,4710
component,2,349
component,3,43
component,4,4
hardware,1,224
hardware,2,2
os,1,412
os,2,6
os,3,1
priority,1,401
priority,2,46
priority,3,3
product,1,1212
product,2,41
product,3,5
product,4,1
resolution,1,14029
resolution,2,162
resolution,3,821
resolution,4,80
severity,1,911
severity,2,73
severity,3,11
status,1,10482
status,2,3404
status,3,984
status,4,731
version,1,2190
version,2,161
version,3,16
version,4,4

iot-ignite
Total,0

technology-rtp
Total,77
field,recount,count
assignee,1,21
assignee,2,2
component,1,2
hardware,1,1
priority,1,1
product,1,1
resolution,1,63
resolution,2,1
resolution,3,1
status,1,59
status,2,6
status,3,1

modeling-emft.b3
Total,140
field,recount,count
assignee,1,17
assignee,2,2
component,1,2
component,2,2
hardware,1,6
os,1,8
priority,1,9
product,2,2
resolution,1,89
resolution,3,1
severity,1,9
status,1,82
status,2,7
status,3,2
version,1,1

rt-gemini.jpa
Total,126
field,recount,count
assignee,1,6
component,1,8
component,2,1
hardware,1,3
os,1,3
priority,1,1
product,1,7
product,2,1
resolution,1,99
resolution,3,2
severity,1,4
status,1,94
status,2,4
status,3,4
version,1,16
version,2,3
version,3,2

technology-sisu
Total,130
field,recount,count
assignee,1,77
assignee,2,8
assignee,3,2
assignee,4,2
component,1,6
priority,1,3
resolution,1,94
resolution,2,2
resolution,3,2
severity,1,2
status,1,14
status,2,24
status,3,62
status,4,5
version,1,5
version,2,36
version,3,1

tools-orbit
Total,1033
field,recount,count
assignee,1,547
assignee,2,82
assignee,3,15
assignee,4,6
component,1,31
component,2,5
hardware,1,19
os,1,20
priority,1,62
priority,2,2
product,1,26
product,2,4
resolution,1,819
resolution,2,9
resolution,3,56
resolution,4,6
severity,1,55
severity,2,1
status,1,654
status,2,166
status,3,49
status,4,27
version,1,17
version,2,1

technology-scout
Total,1912
field,recount,count
assignee,1,292
assignee,2,482
assignee,3,205
assignee,4,157
component,1,22
component,3,1
hardware,1,172
os,1,192
os,2,1
priority,1,18
priority,2,1
resolution,1,1528
resolution,2,13
resolution,3,98
resolution,4,17
severity,1,123
severity,2,6
status,1,168
status,2,577
status,3,531
status,4,420
version,1,132
version,2,5

science-richbeans
Total,0

technology-babel
Total,653
field,recount,count
assignee,1,162
assignee,2,31
assignee,3,3
assignee,4,4
component,1,73
component,2,10
component,3,6
hardware,1,5
os,1,6
priority,1,25
priority,2,3
product,1,43
product,2,8
product,3,2
resolution,1,534
resolution,2,6
resolution,3,28
resolution,4,3
severity,1,24
severity,3,2
status,1,407
status,2,118
status,3,32
status,4,21
version,1,40
version,2,5

technology-osbp
Total,0

technology-mpc
Total,596
field,recount,count
assignee,1,164
assignee,2,40
assignee,3,6
assignee,4,5
component,1,105
component,2,11
component,3,2
hardware,1,14
os,1,14
os,2,2
priority,1,18
priority,2,4
product,1,106
product,2,10
product,3,1
resolution,1,492
resolution,2,6
resolution,3,25
resolution,4,1
severity,1,30
severity,2,1
status,1,420
status,2,71
status,3,26
status,4,8
version,1,69
version,2,4
version,3,1

technology-efxclipse
Total,1092
field,recount,count
assignee,1,73
assignee,2,1
component,1,28
component,2,1
hardware,1,3
os,1,4
product,1,9
resolution,1,817
resolution,2,3
resolution,3,16
resolution,4,1
severity,1,50
status,1,805
status,2,19
status,3,14
status,4,4
version,1,14

tools-tracecompass
Total,500
field,recount,count
assignee,1,147
assignee,2,5
component,1,64
component,2,17
component,3,2
hardware,1,1
os,1,2
product,1,80
product,2,2
resolution,1,254
resolution,2,3
resolution,3,6
resolution,4,2
severity,1,32
severity,2,1
status,1,226
status,2,42
status,3,4
status,4,6
version,1,86
version,2,3

technology-epf
Total,3064
field,recount,count
assignee,1,1857
assignee,2,350
assignee,3,77
assignee,4,28
component,1,82
component,2,7
component,3,2
component,4,1
hardware,1,61
os,1,70
priority,1,483
priority,2,30
priority,3,1
priority,4,1
product,1,4
resolution,1,2443
resolution,2,28
resolution,3,227
resolution,4,39
severity,1,296
severity,2,10
severity,3,6
severity,4,1
status,1,171
status,2,1154
status,3,650
status,4,792
version,1,230
version,2,51
version,3,6
version,4,1

iot-agail
Total,0

rt-apricot
Total,14
field,recount,count
component,1,1
product,1,1
resolution,1,10
resolution,3,1
severity,1,1
status,1,10
status,3,1

technology-osee
Total,355
field,recount,count
assignee,1,243
assignee,2,19
assignee,3,3
assignee,4,1
component,1,16
component,2,1
hardware,1,132
os,1,130
priority,1,4
product,1,2
resolution,1,259
resolution,2,1
resolution,3,8
severity,1,40
status,1,83
status,2,154
status,3,40
status,4,12
version,1,32
version,2,3
version,3,1

modeling-emf.parsley
Total,142
field,recount,count
assignee,1,70
component,1,5
hardware,1,1
os,1,2
resolution,1,130
resolution,3,2
severity,1,5
status,1,81
status,2,49
status,3,1
status,4,1

tools-atf
Total,493
field,recount,count
assignee,1,113
assignee,2,7
assignee,3,3
component,1,17
component,2,2
component,3,1
hardware,1,1
os,1,8
priority,1,36
priority,2,3
product,1,9
product,2,1
product,3,1
resolution,1,372
resolution,2,3
resolution,3,12
severity,1,25
severity,2,1
severity,3,1
status,1,323
status,2,48
status,3,19
status,4,2
version,1,6
version,2,2

tools-aspectj
Total,2884
field,recount,count
assignee,1,446
assignee,2,73
assignee,3,15
assignee,4,2
component,1,218
component,2,15
component,3,5
component,4,1
hardware,1,6
os,1,44
priority,1,467
priority,2,58
priority,3,14
priority,4,2
product,1,167
product,2,14
product,3,4
resolution,1,2118
resolution,2,76
resolution,3,76
resolution,4,8
severity,1,283
severity,2,14
severity,3,1
status,1,1849
status,2,315
status,3,88
status,4,36
version,1,201
version,2,20
version,3,5

modeling-modeling
Total,217
field,recount,count
assignee,1,37
assignee,2,8
assignee,4,2
component,1,27
component,2,5
component,4,1
hardware,1,1
priority,1,4
product,1,25
product,2,3
product,4,1
resolution,1,156
resolution,2,3
resolution,3,10
resolution,4,4
severity,1,18
severity,2,2
severity,3,1
status,1,75
status,2,52
status,3,33
status,4,15
version,1,13
version,2,4

modeling-emft.refactor
Total,20
field,recount,count
assignee,1,1
assignee,2,1
component,1,1
component,2,1
os,1,1
product,2,1
resolution,1,3
status,1,8
version,2,1

technology-dash
Total,199
field,recount,count
assignee,1,37
assignee,2,9
assignee,3,1
component,1,22
component,2,4
hardware,1,2
os,1,5
priority,1,12
product,1,17
product,2,1
resolution,1,117
resolution,2,4
resolution,3,15
resolution,4,3
severity,1,3
status,1,85
status,2,33
status,3,13
status,4,8
version,1,1
version,2,1

technology-swtbot
Total,524
field,recount,count
assignee,1,85
assignee,2,1
component,1,40
component,2,1
hardware,1,109
os,1,105
os,2,1
priority,1,28
product,1,7
resolution,1,375
resolution,2,7
resolution,3,15
resolution,4,3
severity,1,32
status,1,311
status,2,70
status,3,13
status,4,7
version,1,90

webtools-wtpwebsite
Total,0

foundation-workinggroups
Total,0

tools-tools
Total,9
field,recount,count
assignee,1,4
component,1,1
product,1,1
resolution,1,7
resolution,2,1
status,1,7
status,3,1
version,1,1

technology-app4mc
Total,47
field,recount,count
assignee,1,28
assignee,2,8
resolution,1,47
severity,1,6
status,1,3
status,2,16
status,3,20
status,4,8

modeling-m2t
Total,1059
field,recount,count
assignee,1,349
assignee,2,22
assignee,3,5
component,1,60
component,2,5
hardware,1,4
os,1,7
priority,1,87
priority,2,2
product,1,45
product,2,1
resolution,1,833
resolution,2,9
resolution,3,29
resolution,4,7
severity,1,73
severity,2,1
status,1,168
status,2,385
status,3,300
status,4,44
version,1,70
version,2,5

technology-tycho
Total,1060
field,recount,count
assignee,1,474
assignee,2,25
assignee,3,21
assignee,4,5
component,1,42
component,2,4
component,3,3
hardware,1,307
hardware,2,1
os,1,305
os,3,1
priority,1,70
priority,2,2
product,1,11
product,2,6
resolution,1,723
resolution,2,28
resolution,3,50
resolution,4,7
severity,1,184
severity,2,20
severity,3,2
status,1,445
status,2,306
status,3,34
status,4,35
version,1,108
version,2,7

iot-scada
Total,101
field,recount,count
assignee,1,44
component,1,2
hardware,1,1
os,1,2
priority,1,7
resolution,1,59
severity,1,6
severity,2,1
status,1,37
status,2,31
status,3,11
version,1,21

modeling-emft.js4emf
Total,0

modeling-mdht
Total,29
field,recount,count
assignee,1,6
component,1,5
component,2,1
hardware,1,2
os,1,2
resolution,1,9
status,1,14
status,2,2

soa-score
Total,1

technology-jubula
Total,2030
field,recount,count
assignee,1,581
assignee,2,231
assignee,3,60
assignee,4,42
component,1,73
component,3,1
hardware,1,131
os,1,164
priority,1,383
priority,2,46
priority,3,8
priority,4,1
product,1,4
resolution,1,1616
resolution,2,23
resolution,3,135
resolution,4,21
severity,1,246
severity,2,9
severity,3,1
severity,4,1
status,1,270
status,2,785
status,3,550
status,4,247
version,1,69
version,2,2

technology-usssdk
Total,7
field,recount,count
assignee,1,3
assignee,2,3
component,1,2
component,2,3
product,1,3
product,2,2
resolution,1,2
severity,1,2
status,1,2
version,2,1
version,3,1
version,4,2

modeling-emf.egf
Total,191
field,recount,count
assignee,1,84
assignee,2,4
component,1,1
hardware,1,3
os,1,3
priority,1,1
product,1,1
resolution,1,129
resolution,3,3
severity,1,5
status,1,47
status,2,68
status,3,11
status,4,24
version,1,5

mylyn-mylynreviewsr4e
Total,0

rt-ercp
Total,595
field,recount,count
assignee,1,123
assignee,2,11
assignee,3,1
assignee,4,1
component,1,37
component,2,1
component,4,1
hardware,1,4
os,1,23
priority,1,6
priority,2,1
product,1,4
product,3,1
resolution,1,488
resolution,2,5
resolution,3,38
resolution,4,4
severity,1,31
severity,2,2
severity,3,3
status,1,304
status,2,121
status,3,68
status,4,46
version,1,12
version,2,1
version,3,1

webtools-webtools
Total,0

technology-microprofile
Total,3

iot-milo
Total,0

modeling-ecoretools
Total,293
field,recount,count
assignee,1,102
assignee,2,5
component,1,31
component,2,2
priority,1,25
product,1,31
product,2,2
resolution,1,237
resolution,2,1
resolution,3,2
severity,1,21
severity,2,1
status,1,159
status,2,41
status,3,28
status,4,15
version,1,25
version,2,19

webtools-jsdt
Total,2439
field,recount,count
assignee,1,1257
assignee,2,228
assignee,3,67
assignee,4,26
component,1,870
component,2,186
component,3,23
component,4,11
hardware,1,122
os,1,125
priority,1,60
priority,2,4
priority,3,1
product,1,926
product,2,117
product,3,10
product,4,4
resolution,1,1855
resolution,2,6
resolution,3,71
resolution,4,5
severity,1,229
severity,2,16
severity,3,4
severity,4,2
status,1,1444
status,2,357
status,3,97
status,4,57
version,1,201
version,2,624
version,3,43
version,4,10

technology-epp
Total,1558
field,recount,count
assignee,1,404
assignee,2,93
assignee,3,17
assignee,4,6
component,1,357
component,2,75
component,3,8
component,4,3
hardware,1,90
hardware,2,2
os,1,102
os,2,1
priority,1,115
priority,2,3
priority,3,4
priority,4,2
product,1,339
product,2,34
product,3,6
product,4,1
resolution,1,1153
resolution,2,17
resolution,3,44
resolution,4,7
severity,1,101
severity,2,8
severity,3,2
status,1,1006
status,2,157
status,3,50
status,4,21
version,1,334
version,2,46
version,3,2
version,4,1

webtools-wtpjavaeetools
Total,0

modeling-ecp
Total,1615
field,recount,count
assignee,1,600
assignee,2,74
assignee,3,19
assignee,4,5
component,1,19
component,2,1
component,4,1
hardware,1,5
os,1,9
priority,1,754
priority,2,158
priority,3,63
priority,4,92
product,1,9
resolution,1,1376
resolution,2,8
resolution,3,28
resolution,4,3
severity,1,131
severity,2,11
severity,3,1
status,1,1276
status,2,104
status,3,35
status,4,5
version,1,30

iot-4diac
Total,302
field,recount,count
assignee,1,17
component,1,4
hardware,1,1
os,1,1
resolution,1,199
resolution,2,5
resolution,3,1
severity,1,3
status,1,186
status,2,24
status,3,3
version,1,86
version,2,2

mylyn-mylynreviews
Total,0

modeling-gmfruntime
Total,0

technology-recommenders
Total,1206
field,recount,count
assignee,1,551
assignee,2,45
assignee,3,9
assignee,4,1
component,1,87
component,2,10
component,3,1
hardware,1,55
os,1,59
os,2,1
priority,1,34
product,1,63
product,2,5
resolution,1,965
resolution,2,20
resolution,3,39
resolution,4,3
severity,1,105
severity,2,9
status,1,606
status,2,369
status,3,40
status,4,24
version,1,117
version,2,15
version,3,3

eclipse-e4
Total,3478
field,recount,count
assignee,1,1396
assignee,2,103
assignee,3,16
assignee,4,4
component,1,163
component,2,16
component,3,3
component,4,3
hardware,1,197
hardware,3,2
os,1,220
os,3,2
priority,1,24
priority,2,1
product,1,82
product,2,7
product,4,3
resolution,1,2706
resolution,2,25
resolution,3,104
resolution,4,11
severity,1,110
severity,2,10
severity,3,2
status,1,2322
status,2,427
status,3,83
status,4,37
version,1,181
version,2,12
version,3,2
version,4,2

technology-remus
Total,61
field,recount,count
assignee,1,1
resolution,1,46
severity,1,1
status,1,38
status,2,9
version,1,1

modeling-epsilon
Total,535
field,recount,count
assignee,1,131
assignee,2,14
assignee,3,1
component,1,246
component,2,2
hardware,1,2
os,1,4
priority,1,3
product,1,247
product,2,1
resolution,1,404
resolution,2,10
resolution,3,9
resolution,4,2
severity,1,41
status,1,74
status,2,174
status,3,197
status,4,16
version,1,33
version,2,10

eclipse-platform
Total,108813
field,recount,count
assignee,1,45063
assignee,2,16028
assignee,3,5857
assignee,4,4073
component,1,16055
component,2,3007
component,3,671
component,4,210
hardware,1,2998
hardware,2,38
hardware,3,12
hardware,4,2
os,1,5726
os,2,139
os,3,28
os,4,2
priority,1,9854
priority,2,1617
priority,3,572
priority,4,173
product,1,7437
product,2,804
product,3,148
product,4,29
resolution,1,80897
resolution,2,3055
resolution,3,7714
resolution,4,1447
severity,1,9386
severity,2,807
severity,3,147
severity,4,32
status,1,57360
status,2,18714
status,3,8927
status,4,11102
version,1,6114
version,2,423
version,3,67
version,4,13

technology-reddeer
Total,0

tools-ptp
Total,2732
field,recount,count
assignee,1,1292
assignee,2,85
assignee,3,27
assignee,4,6
component,1,246
component,2,26
component,3,4
component,4,1
hardware,1,44
os,1,109
priority,1,250
priority,2,34
priority,3,8
priority,4,6
product,1,135
product,2,5
resolution,1,2260
resolution,2,24
resolution,3,105
resolution,4,7
severity,1,163
severity,2,7
severity,3,2
status,1,1598
status,2,645
status,3,112
status,4,74
version,1,338
version,2,37
version,3,8

iot-paho.incubator
Total,0

science-triquetrum
Total,1
field,recount,count
assignee,1,1
resolution,1,1
status,1,1

modeling-emfservices
Total,0

birt-birt
Total,22409
field,recount,count
assignee,1,11114
assignee,2,4140
assignee,3,1513
assignee,4,1156
component,1,3908
component,2,822
component,3,211
component,4,117
hardware,1,33
os,1,118
os,2,5
priority,1,1521
priority,2,701
priority,3,165
priority,4,284
product,1,96
product,2,15
resolution,1,18838
resolution,2,201
resolution,3,1686
resolution,4,262
severity,1,1220
severity,2,82
severity,3,5
severity,4,1
status,1,5974
status,2,11597
status,3,1468
status,4,2009
version,1,542
version,2,38
version,3,4

modeling-upr
Total,3
field,recount,count
assignee,1,1
resolution,1,1
status,1,1

modeling-mdt.uml2
Total,960
field,recount,count
assignee,1,513
assignee,2,52
assignee,3,27
assignee,4,9
component,1,112
component,2,15
component,3,2
component,4,2
hardware,1,4
os,1,7
priority,1,221
priority,2,23
priority,3,9
product,1,76
product,2,6
product,3,3
product,4,1
resolution,1,836
resolution,2,15
resolution,3,45
resolution,4,9
severity,1,114
severity,2,6
severity,3,2
status,1,180
status,2,154
status,3,501
status,4,79
version,1,159
version,2,12
version,3,5
version,4,1

tools-objectteams
Total,664
field,recount,count
assignee,1,519
assignee,2,16
assignee,3,5
assignee,4,2
component,1,20
component,2,4
component,3,1
component,4,1
hardware,1,3
os,1,4
priority,1,12
product,1,14
product,2,1
product,4,1
